cp_id,case_id,person_id,role,narrative
CP-0193,CASE-1203,PERSON-0666,ACCUSED,Subject of enquiry in Intimidation and Witness Tampering at Mumbai under IPC 506.
CP-0194,CASE-1005,PERSON-0058,PERSON_OF_INTEREST,Subject of enquiry in Armed Robbery Incident at Bilaspur under IPC 392/397.
CP-0195,CASE-0080,PERSON-0530,SUSPECT,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Nagpur under IPC 420/406.
CP-0196,CASE-0973,PERSON-0289,WITNESS,Subject of enquiry in Intimidation and Witness Tampering at Mumbai under IPC 506.
CP-0197,CASE-0189,PERSON-0115,ASSOCIATE,Subject of enquiry in Physical Assault and Grievous Hurt Case at Delhi under IPC 323/325.
CP-0198,CASE-0193,PERSON-0496,PERSON_OF_INTEREST,Subject of enquiry in Targeted Homicide Investigation in Howrah under IPC 302/120B.
CP-0199,CASE-0691,PERSON-0278,WITNESS,Subject of enquiry in Targeted Homicide Investigation in Surat under IPC 302/120B.
CP-0200,CASE-0962,PERSON-0066,ACCUSED,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Kolkata under IPC 420/406.
CP-0201,CASE-0635,PERSON-0596,REPORTING_PERSON,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Howrah under IPC 420/406.
CP-0202,CASE-0925,PERSON-0252,WITNESS,Subject of enquiry in Kidnapping and Extortion Case at Nagpur under IPC 363/364A.
CP-0203,CASE-0841,PERSON-0128,SUSPECT,Subject of enquiry in Digital Identity Theft and Financial Scam at Ahmedabad under IT Act 66D / IPC 420.
CP-0204,CASE-0263,PERSON-0638,REPORTING_PERSON,Subject of enquiry in Armed Robbery Incident at Kolkata under IPC 392/397.
CP-0205,CASE-0058,PERSON-0988,WITNESS,Subject of enquiry in Threat and Extortion Racket in Ahmedabad under IPC 384/386.
CP-0206,CASE-0911,PERSON-0101,WITNESS,Subject of enquiry in Threat and Extortion Racket in Delhi under IPC 384/386.
CP-0207,CASE-0372,PERSON-0505,ACCUSED,Subject of enquiry in Intimidation and Witness Tampering at Kolkata under IPC 506.
CP-0208,CASE-1158,PERSON-0428,WITNESS,Subject of enquiry in Forged Documentation and Property Fraud in Howrah under IPC 467/468/471.
CP-0209,CASE-0100,PERSON-0290,WITNESS,Subject of enquiry in Digital Identity Theft and Financial Scam at Mumbai under IT Act 66D / IPC 420.
CP-0210,CASE-0241,PERSON-0745,WITNESS,Subject of enquiry in Targeted Homicide Investigation in Mumbai under IPC 302/120B.
CP-0211,CASE-1006,PERSON-0209,PERSON_OF_INTEREST,Subject of enquiry in Nocturnal Commercial Burglary in Nagpur under IPC 457/380.
CP-0212,CASE-0601,PERSON-0905,ASSOCIATE,Subject of enquiry in Kidnapping and Extortion Case at Raipur under IPC 363/364A.
CP-0213,CASE-0082,PERSON-0328,WITNESS,Subject of enquiry in Targeted Homicide Investigation in Siliguri under IPC 302/120B.
CP-0214,CASE-0679,PERSON-0467,SUSPECT,Subject of enquiry in Armed Robbery Incident at Lucknow under IPC 392/397.
CP-0215,CASE-0318,PERSON-0888,SUSPECT,Subject of enquiry in Digital Identity Theft and Financial Scam at Siliguri under IT Act 66D / IPC 420.
CP-0216,CASE-0408,PERSON-0524,PERSON_OF_INTEREST,Subject of enquiry in Nocturnal Commercial Burglary in Delhi under IPC 457/380.
CP-0217,CASE-0511,PERSON-0036,PERSON_OF_INTEREST,Subject of enquiry in Serial Asset and Vehicle Theft in Lucknow under IPC 379.
CP-0218,CASE-0362,PERSON-0822,PERSON_OF_INTEREST,Subject of enquiry in Kidnapping and Extortion Case at Howrah under IPC 363/364A.
CP-0219,CASE-0090,PERSON-0340,ASSOCIATE,Subject of enquiry in Digital Identity Theft and Financial Scam at Raipur under IT Act 66D / IPC 420.
CP-0220,CASE-0458,PERSON-0379,REPORTING_PERSON,Subject of enquiry in Kidnapping and Extortion Case at Howrah under IPC 363/364A.
CP-0221,CASE-1196,PERSON-0896,PERSON_OF_INTEREST,Subject of enquiry in Forged Documentation and Property Fraud in Mumbai under IPC 467/468/471.
CP-0222,CASE-0469,PERSON-0761,PERSON_OF_INTEREST,Subject of enquiry in Physical Assault and Grievous Hurt Case at Bilaspur under IPC 323/325.
CP-0223,CASE-0238,PERSON-0134,ASSOCIATE,Subject of enquiry in Nocturnal Commercial Burglary in Delhi under IPC 457/380.
CP-0224,CASE-0286,PERSON-0166,REPORTING_PERSON,Subject of enquiry in Physical Assault and Grievous Hurt Case at Surat under IPC 323/325.
CP-0225,CASE-1240,PERSON-0607,SUSPECT,Subject of enquiry in Forged Documentation and Property Fraud in Mumbai under IPC 467/468/471.
CP-0226,CASE-0898,PERSON-0539,ACCUSED,Subject of enquiry in Forged Documentation and Property Fraud in Nagpur under IPC 467/468/471.
CP-0227,CASE-0881,PERSON-0052,REPORTING_PERSON,Subject of enquiry in Threat and Extortion Racket in Lucknow under IPC 384/386.
CP-0228,CASE-1076,PERSON-0950,REPORTING_PERSON,Subject of enquiry in Physical Assault and Grievous Hurt Case at Ahmedabad under IPC 323/325.
CP-0229,CASE-0755,PERSON-0681,WITNESS,Subject of enquiry in Serial Asset and Vehicle Theft in Nagpur under IPC 379.
CP-0230,CASE-0218,PERSON-0459,PERSON_OF_INTEREST,Subject of enquiry in Intimidation and Witness Tampering at Durg under IPC 506.
CP-0231,CASE-0069,PERSON-0316,PERSON_OF_INTEREST,Subject of enquiry in Threat and Extortion Racket in Chennai under IPC 384/386.
CP-0232,CASE-1142,PERSON-0749,PERSON_OF_INTEREST,Subject of enquiry in Serial Asset and Vehicle Theft in Chennai under IPC 379.
CP-0233,CASE-0138,PERSON-0097,SUSPECT,Subject of enquiry in Physical Assault and Grievous Hurt Case at Surat under IPC 323/325.
CP-0234,CASE-0539,PERSON-0929,REPORTING_PERSON,Subject of enquiry in Kidnapping and Extortion Case at Delhi under IPC 363/364A.
CP-0235,CASE-0733,PERSON-0517,PERSON_OF_INTEREST,Subject of enquiry in Physical Assault and Grievous Hurt Case at Delhi under IPC 323/325.
CP-0236,CASE-1039,PERSON-0972,ASSOCIATE,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Chennai under IPC 420/406.
CP-0237,CASE-0282,PERSON-0154,SUSPECT,Subject of enquiry in Forged Documentation and Property Fraud in Bilaspur under IPC 467/468/471.
CP-0238,CASE-0332,PERSON-0119,WITNESS,Subject of enquiry in Nocturnal Commercial Burglary in Lucknow under IPC 457/380.
CP-0239,CASE-0383,PERSON-0711,ASSOCIATE,Subject of enquiry in Serial Asset and Vehicle Theft in Surat under IPC 379.
CP-0240,CASE-0914,PERSON-0706,WITNESS,Subject of enquiry in Digital Identity Theft and Financial Scam at Siliguri under IT Act 66D / IPC 420.
CP-0241,CASE-0765,PERSON-0601,ACCUSED,Subject of enquiry in Armed Robbery Incident at Chennai under IPC 392/397.
CP-0242,CASE-0979,PERSON-0099,REPORTING_PERSON,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Howrah under IPC 420/406.
CP-0243,CASE-0380,PERSON-0627,PERSON_OF_INTEREST,Subject of enquiry in Kidnapping and Extortion Case at Varanasi under IPC 363/364A.
CP-0244,CASE-0238,PERSON-0604,SUSPECT,Subject of enquiry in Nocturnal Commercial Burglary in Delhi under IPC 457/380.
CP-0245,CASE-0476,PERSON-0238,ASSOCIATE,Subject of enquiry in Kidnapping and Extortion Case at Chennai under IPC 363/364A.
CP-0246,CASE-0616,PERSON-0167,REPORTING_PERSON,Subject of enquiry in Threat and Extortion Racket in Nagpur under IPC 384/386.
CP-0247,CASE-0801,PERSON-0042,ACCUSED,Subject of enquiry in Nocturnal Commercial Burglary in Durg under IPC 457/380.
CP-0248,CASE-0123,PERSON-0553,SUSPECT,Subject of enquiry in Serial Asset and Vehicle Theft in Kolkata under IPC 379.
CP-0249,CASE-0231,PERSON-0568,REPORTING_PERSON,Subject of enquiry in Targeted Homicide Investigation in Chennai under IPC 302/120B.
CP-0250,CASE-0545,PERSON-0630,WITNESS,Subject of enquiry in Intimidation and Witness Tampering at Kolkata under IPC 506.
CP-0251,CASE-0019,PERSON-0341,ASSOCIATE,Subject of enquiry in Serial Asset and Vehicle Theft in Delhi under IPC 379.
CP-0252,CASE-0655,PERSON-0973,ASSOCIATE,Subject of enquiry in Nocturnal Commercial Burglary in Kolkata under IPC 457/380.
CP-0253,CASE-0984,PERSON-0851,ASSOCIATE,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Mumbai under IPC 420/406.
CP-0254,CASE-0387,PERSON-0710,PERSON_OF_INTEREST,Subject of enquiry in Threat and Extortion Racket in Ahmedabad under IPC 384/386.
CP-0255,CASE-0980,PERSON-0521,ASSOCIATE,Subject of enquiry in Digital Identity Theft and Financial Scam at Ahmedabad under IT Act 66D / IPC 420.
CP-0256,CASE-0203,PERSON-0207,PERSON_OF_INTEREST,Subject of enquiry in Intimidation and Witness Tampering at Mumbai under IPC 506.
CP-0257,CASE-1133,PERSON-0679,REPORTING_PERSON,Subject of enquiry in Armed Robbery Incident at Delhi under IPC 392/397.
CP-0258,CASE-1109,PERSON-0910,SUSPECT,Subject of enquiry in Serial Asset and Vehicle Theft in Mumbai under IPC 379.
CP-0259,CASE-0300,PERSON-0714,ASSOCIATE,Subject of enquiry in Digital Identity Theft and Financial Scam at Varanasi under IT Act 66D / IPC 420.
CP-0260,CASE-1045,PERSON-0179,SUSPECT,Subject of enquiry in Digital Identity Theft and Financial Scam at Raipur under IT Act 66D / IPC 420.
CP-0261,CASE-0979,PERSON-0556,SUSPECT,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Howrah under IPC 420/406.
CP-0262,CASE-1160,PERSON-0199,ASSOCIATE,Subject of enquiry in Nocturnal Commercial Burglary in Delhi under IPC 457/380.
CP-0263,CASE-0847,PERSON-0890,REPORTING_PERSON,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Varanasi under IPC 420/406.
CP-0264,CASE-0741,PERSON-0991,ASSOCIATE,Subject of enquiry in Kidnapping and Extortion Case at Raipur under IPC 363/364A.
CP-0265,CASE-0538,PERSON-0447,SUSPECT,Subject of enquiry in Physical Assault and Grievous Hurt Case at Kolkata under IPC 323/325.
CP-0266,CASE-0885,PERSON-0074,ACCUSED,Subject of enquiry in Nocturnal Commercial Burglary in Delhi under IPC 457/380.
CP-0267,CASE-0809,PERSON-0059,ASSOCIATE,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Durg under IPC 420/406.
CP-0268,CASE-0766,PERSON-0431,PERSON_OF_INTEREST,Subject of enquiry in Threat and Extortion Racket in Howrah under IPC 384/386.
CP-0269,CASE-1242,PERSON-0887,ASSOCIATE,Subject of enquiry in Kidnapping and Extortion Case at Pune under IPC 363/364A.
CP-0270,CASE-0261,PERSON-0521,WITNESS,Subject of enquiry in Kidnapping and Extortion Case at Mumbai under IPC 363/364A.
CP-0271,CASE-1044,PERSON-0941,PERSON_OF_INTEREST,Subject of enquiry in Digital Identity Theft and Financial Scam at Bilaspur under IT Act 66D / IPC 420.
CP-0272,CASE-0323,PERSON-0278,WITNESS,Subject of enquiry in Intimidation and Witness Tampering at Surat under IPC 506.
CP-0273,CASE-1068,PERSON-0325,PERSON_OF_INTEREST,Subject of enquiry in Serial Asset and Vehicle Theft in Siliguri under IPC 379.
CP-0274,CASE-0154,PERSON-0474,WITNESS,Subject of enquiry in Forged Documentation and Property Fraud in Chennai under IPC 467/468/471.
CP-0275,CASE-0064,PERSON-0458,SUSPECT,Subject of enquiry in Digital Identity Theft and Financial Scam at Kolkata under IT Act 66D / IPC 420.
CP-0276,CASE-1151,PERSON-0117,REPORTING_PERSON,Subject of enquiry in Serial Asset and Vehicle Theft in Bilaspur under IPC 379.
CP-0277,CASE-0299,PERSON-0822,REPORTING_PERSON,Subject of enquiry in Armed Robbery Incident at Bilaspur under IPC 392/397.
CP-0278,CASE-0082,PERSON-0409,ACCUSED,Subject of enquiry in Targeted Homicide Investigation in Siliguri under IPC 302/120B.
CP-0279,CASE-0806,PERSON-0318,PERSON_OF_INTEREST,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Raipur under IPC 420/406.
CP-0280,CASE-0700,PERSON-0341,WITNESS,Subject of enquiry in Intimidation and Witness Tampering at Delhi under IPC 506.
CP-0281,CASE-1240,PERSON-0365,ACCUSED,Subject of enquiry in Forged Documentation and Property Fraud in Mumbai under IPC 467/468/471.
CP-0282,CASE-0963,PERSON-0554,PERSON_OF_INTEREST,Subject of enquiry in Physical Assault and Grievous Hurt Case at Delhi under IPC 323/325.
CP-0283,CASE-0791,PERSON-0806,REPORTING_PERSON,Subject of enquiry in Threat and Extortion Racket in Delhi under IPC 384/386.
CP-0284,CASE-1208,PERSON-0742,WITNESS,Subject of enquiry in Serial Asset and Vehicle Theft in Delhi under IPC 379.
CP-0285,CASE-1240,PERSON-0644,REPORTING_PERSON,Subject of enquiry in Forged Documentation and Property Fraud in Mumbai under IPC 467/468/471.
CP-0286,CASE-1176,PERSON-0171,PERSON_OF_INTEREST,Subject of enquiry in Nocturnal Commercial Burglary in Delhi under IPC 457/380.
CP-0287,CASE-0691,PERSON-0124,REPORTING_PERSON,Subject of enquiry in Targeted Homicide Investigation in Surat under IPC 302/120B.
CP-0288,CASE-1003,PERSON-0381,WITNESS,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Howrah under IPC 420/406.
CP-0289,CASE-1059,PERSON-0662,REPORTING_PERSON,Subject of enquiry in Forged Documentation and Property Fraud in Nagpur under IPC 467/468/471.
CP-0290,CASE-0129,PERSON-0288,REPORTING_PERSON,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Kolkata under IPC 420/406.
CP-0291,CASE-0550,PERSON-0987,ACCUSED,Subject of enquiry in Forged Documentation and Property Fraud in Mumbai under IPC 467/468/471.
CP-0292,CASE-0592,PERSON-0639,WITNESS,Subject of enquiry in Threat and Extortion Racket in Siliguri under IPC 384/386.
CP-0293,CASE-0467,PERSON-0351,ACCUSED,Subject of enquiry in Nocturnal Commercial Burglary in Delhi under IPC 457/380.
CP-0294,CASE-0491,PERSON-0610,ASSOCIATE,Subject of enquiry in Forged Documentation and Property Fraud in Lucknow under IPC 467/468/471.
CP-0295,CASE-0714,PERSON-0344,ASSOCIATE,Subject of enquiry in Physical Assault and Grievous Hurt Case at Howrah under IPC 323/325.
CP-0296,CASE-0687,PERSON-0561,REPORTING_PERSON,Subject of enquiry in Armed Robbery Incident at Mumbai under IPC 392/397.
CP-0297,CASE-0843,PERSON-0316,ACCUSED,Subject of enquiry in Threat and Extortion Racket in Delhi under IPC 384/386.
CP-0298,CASE-1225,PERSON-0465,REPORTING_PERSON,Subject of enquiry in Nocturnal Commercial Burglary in Bilaspur under IPC 457/380.
CP-0299,CASE-0386,PERSON-0817,WITNESS,Subject of enquiry in Digital Identity Theft and Financial Scam at Mumbai under IT Act 66D / IPC 420.
CP-0300,CASE-0286,PERSON-0852,REPORTING_PERSON,Subject of enquiry in Physical Assault and Grievous Hurt Case at Surat under IPC 323/325.
CP-0301,CASE-0605,PERSON-0225,REPORTING_PERSON,Subject of enquiry in Threat and Extortion Racket in Delhi under IPC 384/386.
CP-0302,CASE-0741,PERSON-0760,WITNESS,Subject of enquiry in Kidnapping and Extortion Case at Raipur under IPC 363/364A.
CP-0303,CASE-1133,PERSON-0359,ASSOCIATE,Subject of enquiry in Armed Robbery Incident at Delhi under IPC 392/397.
CP-0304,CASE-0948,PERSON-0626,WITNESS,Subject of enquiry in Intimidation and Witness Tampering at Pune under IPC 506.
CP-0305,CASE-0356,PERSON-0151,REPORTING_PERSON,Subject of enquiry in Physical Assault and Grievous Hurt Case at Lucknow under IPC 323/325.
CP-0306,CASE-0597,PERSON-0684,ASSOCIATE,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Bilaspur under IPC 420/406.
CP-0307,CASE-0422,PERSON-0643,REPORTING_PERSON,Subject of enquiry in Nocturnal Commercial Burglary in Siliguri under IPC 457/380.
CP-0308,CASE-0691,PERSON-0218,REPORTING_PERSON,Subject of enquiry in Targeted Homicide Investigation in Surat under IPC 302/120B.
CP-0309,CASE-1018,PERSON-0414,ASSOCIATE,Subject of enquiry in Forged Documentation and Property Fraud in Durg under IPC 467/468/471.
CP-0310,CASE-0803,PERSON-0526,REPORTING_PERSON,Subject of enquiry in Targeted Homicide Investigation in Mumbai under IPC 302/120B.
CP-0311,CASE-0555,PERSON-0985,WITNESS,Subject of enquiry in Serial Asset and Vehicle Theft in Howrah under IPC 379.
CP-0312,CASE-0941,PERSON-0581,ACCUSED,Subject of enquiry in Forged Documentation and Property Fraud in Raipur under IPC 467/468/471.
CP-0313,CASE-0300,PERSON-0291,WITNESS,Subject of enquiry in Digital Identity Theft and Financial Scam at Varanasi under IT Act 66D / IPC 420.
CP-0314,CASE-0148,PERSON-0289,SUSPECT,Subject of enquiry in Nocturnal Commercial Burglary in Siliguri under IPC 457/380.
CP-0315,CASE-0772,PERSON-0863,WITNESS,Subject of enquiry in Nocturnal Commercial Burglary in Delhi under IPC 457/380.
CP-0316,CASE-0806,PERSON-0034,SUSPECT,Subject of enquiry in Commercial Fraud and Embezzlement Syndicate at Raipur under IPC 420/406.
CP-0317,CASE-0387,PERSON-0862,ACCUSED,Subject of enquiry in Threat and Extortion Racket in Ahmedabad under IPC 384/386.
CP-0318,CASE-1014,PERSON-0496,WITNESS,Subject of enquiry in Armed Robbery Incident at Howrah under IPC 392/397.
CP-0319,CASE-1196,PERSON-0871,ACCUSED,Subject of enquiry in Forged Documentation and Property Fraud in Mumbai under IPC 467/468/471.
CP-0320,CASE-1047,PERSON-0612,PERSON_OF_INTEREST,Subject of enquiry in Armed Robbery Incident at Lucknow under IPC 392/397.
CP-0321,CASE-0408,PERSON-0303,SUSPECT,Subject of enquiry in Nocturnal Commercial Burglary in Delhi under IPC 457/380.
CP-0322,CASE-0876,PERSON-0674,PERSON_OF_INTEREST,Subject of enquiry in Kidnapping and Extortion Case at Siliguri under IPC 363/364A.
CP-0323,CASE-1220,PERSON-0141,PERSON_OF_INTEREST,Subject of enquiry in Physical Assault and Grievous Hurt Case at Mumbai under IPC 323/325.
CP-0324,CASE-0896,PERSON-0427,ACCUSED,Subject of enquiry in Serial Asset and Vehicle Theft in Durg under IPC 379.
