case_id,fir_number,offence_category,title,legal_section,year,location,district,police_station,status
CASE-0707,FIR-2021-0707,Theft,Serial Asset and Vehicle Theft in Surat,IPC 379,2021,Surat,Surat,Varachha,OPEN
CASE-0708,FIR-2022-0708,Robbery,Armed Robbery Incident at Kolkata,IPC 392/397,2022,Kolkata,Kolkata,Burrabazar,OPEN
CASE-0709,FIR-2022-0709,Forgery,Forged Documentation and Property Fraud in Kolkata,IPC 467/468/471,2022,Kolkata,Kolkata,Ballygunge,OPEN
CASE-0710,FIR-2024-0710,Extortion,Threat and Extortion Racket in Pune,IPC 384/386,2024,Pune,Pune,Shivajinagar,CLOSED
CASE-0711,FIR-2023-0711,Robbery,Armed Robbery Incident at Siliguri,IPC 392/397,2023,Siliguri,Darjeeling,Siliguri PS,OPEN
CASE-0712,FIR-2021-0712,Criminal Intimidation,Intimidation and Witness Tampering at Ahmedabad,IPC 506,2021,Ahmedabad,Ahmedabad,Ellis Bridge,OPEN
CASE-0713,FIR-2022-0713,Robbery,Armed Robbery Incident at Raipur,IPC 392/397,2022,Raipur,Raipur,Civil Lines,OPEN
CASE-0714,FIR-2024-0714,Assault,Physical Assault and Grievous Hurt Case at Howrah,IPC 323/325,2024,Howrah,Howrah,Howrah Town,CLOSED
CASE-0715,FIR-2024-0715,Theft,Serial Asset and Vehicle Theft in Howrah,IPC 379,2024,Howrah,Howrah,Howrah Town,CLOSED
CASE-0716,FIR-2023-0716,Kidnapping,Kidnapping and Extortion Case at Raipur,IPC 363/364A,2023,Raipur,Raipur,Civil Lines,OPEN
CASE-0717,FIR-2024-0717,Assault,Physical Assault and Grievous Hurt Case at Delhi,IPC 323/325,2024,Delhi,Central Delhi,Connaught Place,OPEN
CASE-0718,FIR-2024-0718,Criminal Intimidation,Intimidation and Witness Tampering at Delhi,IPC 506,2024,Delhi,Central Delhi,Connaught Place,CLOSED
CASE-0719,FIR-2023-0719,Fraud,Commercial Fraud and Embezzlement Syndicate at Delhi,IPC 420/406,2023,Delhi,South Delhi,Hauz Khas,CLOSED
CASE-0720,FIR-2024-0720,Extortion,Threat and Extortion Racket in Varanasi,IPC 384/386,2024,Varanasi,Varanasi,Dashashwamedh,OPEN
CASE-0721,FIR-2023-0721,Burglary,Nocturnal Commercial Burglary in Pune,IPC 457/380,2023,Pune,Pune,Shivajinagar,OPEN
CASE-0722,FIR-2024-0722,Cybercrime,Digital Identity Theft and Financial Scam at Delhi,IT Act 66D / IPC 420,2024,Delhi,South Delhi,Hauz Khas,CLOSED
CASE-0723,FIR-2021-0723,Extortion,Threat and Extortion Racket in Siliguri,IPC 384/386,2021,Siliguri,Darjeeling,Siliguri PS,OPEN
CASE-0724,FIR-2022-0724,Murder,Targeted Homicide Investigation in Mumbai,IPC 302/120B,2022,Mumbai,Mumbai City,Colaba,OPEN
CASE-0725,FIR-2024-0725,Murder,Targeted Homicide Investigation in Delhi,IPC 302/120B,2024,Delhi,East Delhi,Preet Vihar,OPEN
CASE-0726,FIR-2021-0726,Fraud,Commercial Fraud and Embezzlement Syndicate at Kolkata,IPC 420/406,2021,Kolkata,Kolkata,Ballygunge,CLOSED
CASE-0727,FIR-2021-0727,Burglary,Nocturnal Commercial Burglary in Nagpur,IPC 457/380,2021,Nagpur,Nagpur,Sitabuldi,CLOSED
CASE-0728,FIR-2023-0728,Criminal Intimidation,Intimidation and Witness Tampering at Nagpur,IPC 506,2023,Nagpur,Nagpur,Sitabuldi,OPEN
CASE-0729,FIR-2021-0729,Criminal Intimidation,Intimidation and Witness Tampering at Mumbai,IPC 506,2021,Mumbai,Mumbai Suburban,Bandra,OPEN
CASE-0730,FIR-2023-0730,Cybercrime,Digital Identity Theft and Financial Scam at Mumbai,IT Act 66D / IPC 420,2023,Mumbai,Mumbai Suburban,Bandra,OPEN
CASE-0731,FIR-2023-0731,Burglary,Nocturnal Commercial Burglary in Pune,IPC 457/380,2023,Pune,Pune,Shivajinagar,OPEN
CASE-0732,FIR-2023-0732,Murder,Targeted Homicide Investigation in Howrah,IPC 302/120B,2023,Howrah,Howrah,Howrah Town,CLOSED
CASE-0733,FIR-2022-0733,Assault,Physical Assault and Grievous Hurt Case at Delhi,IPC 323/325,2022,Delhi,Central Delhi,Connaught Place,OPEN
CASE-0734,FIR-2022-0734,Assault,Physical Assault and Grievous Hurt Case at Howrah,IPC 323/325,2022,Howrah,Howrah,Howrah Town,CLOSED
CASE-0735,FIR-2024-0735,Criminal Intimidation,Intimidation and Witness Tampering at Ahmedabad,IPC 506,2024,Ahmedabad,Ahmedabad,Ellis Bridge,CLOSED
CASE-0736,FIR-2022-0736,Theft,Serial Asset and Vehicle Theft in Delhi,IPC 379,2022,Delhi,East Delhi,Preet Vihar,CLOSED
CASE-0737,FIR-2024-0737,Assault,Physical Assault and Grievous Hurt Case at Lucknow,IPC 323/325,2024,Lucknow,Lucknow,Hazratganj,OPEN
CASE-0738,FIR-2021-0738,Theft,Serial Asset and Vehicle Theft in Nagpur,IPC 379,2021,Nagpur,Nagpur,Sitabuldi,OPEN
CASE-0739,FIR-2024-0739,Criminal Intimidation,Intimidation and Witness Tampering at Howrah,IPC 506,2024,Howrah,Howrah,Howrah Town,OPEN
CASE-0740,FIR-2023-0740,Extortion,Threat and Extortion Racket in Pune,IPC 384/386,2023,Pune,Pune,Shivajinagar,OPEN
CASE-0741,FIR-2023-0741,Kidnapping,Kidnapping and Extortion Case at Raipur,IPC 363/364A,2023,Raipur,Raipur,Civil Lines,CLOSED
CASE-0742,FIR-2021-0742,Extortion,Threat and Extortion Racket in Delhi,IPC 384/386,2021,Delhi,South Delhi,Hauz Khas,CLOSED
CASE-0743,FIR-2023-0743,Murder,Targeted Homicide Investigation in Mumbai,IPC 302/120B,2023,Mumbai,Mumbai City,Colaba,OPEN
CASE-0744,FIR-2021-0744,Assault,Physical Assault and Grievous Hurt Case at Durg,IPC 323/325,2021,Durg,Durg,Durg Sadar,OPEN
CASE-0745,FIR-2024-0745,Burglary,Nocturnal Commercial Burglary in Bilaspur,IPC 457/380,2024,Bilaspur,Bilaspur,City Kotwali,OPEN
CASE-0746,FIR-2021-0746,Cybercrime,Digital Identity Theft and Financial Scam at Mumbai,IT Act 66D / IPC 420,2021,Mumbai,Mumbai City,Colaba,OPEN
CASE-0747,FIR-2023-0747,Cybercrime,Digital Identity Theft and Financial Scam at Mumbai,IT Act 66D / IPC 420,2023,Mumbai,Mumbai Suburban,Bandra,OPEN
CASE-0748,FIR-2024-0748,Forgery,Forged Documentation and Property Fraud in Kolkata,IPC 467/468/471,2024,Kolkata,Kolkata,Park Street,CLOSED
CASE-0749,FIR-2024-0749,Fraud,Commercial Fraud and Embezzlement Syndicate at Mumbai,IPC 420/406,2024,Mumbai,Mumbai City,Colaba,OPEN
CASE-0750,FIR-2021-0750,Criminal Intimidation,Intimidation and Witness Tampering at Pune,IPC 506,2021,Pune,Pune,Shivajinagar,OPEN
CASE-0751,FIR-2022-0751,Kidnapping,Kidnapping and Extortion Case at Pune,IPC 363/364A,2022,Pune,Pune,Shivajinagar,OPEN
CASE-0752,FIR-2024-0752,Fraud,Commercial Fraud and Embezzlement Syndicate at Varanasi,IPC 420/406,2024,Varanasi,Varanasi,Dashashwamedh,OPEN
CASE-0753,FIR-2023-0753,Criminal Intimidation,Intimidation and Witness Tampering at Varanasi,IPC 506,2023,Varanasi,Varanasi,Dashashwamedh,OPEN
CASE-0754,FIR-2021-0754,Burglary,Nocturnal Commercial Burglary in Chennai,IPC 457/380,2021,Chennai,Chennai,Flower Bazaar,OPEN
CASE-0755,FIR-2024-0755,Theft,Serial Asset and Vehicle Theft in Nagpur,IPC 379,2024,Nagpur,Nagpur,Sitabuldi,OPEN
CASE-0756,FIR-2022-0756,Burglary,Nocturnal Commercial Burglary in Bilaspur,IPC 457/380,2022,Bilaspur,Bilaspur,City Kotwali,CLOSED
CASE-0757,FIR-2021-0757,Fraud,Commercial Fraud and Embezzlement Syndicate at Delhi,IPC 420/406,2021,Delhi,Central Delhi,Connaught Place,CLOSED
CASE-0758,FIR-2024-0758,Murder,Targeted Homicide Investigation in Kolkata,IPC 302/120B,2024,Kolkata,Kolkata,Burrabazar,OPEN
CASE-0759,FIR-2022-0759,Theft,Serial Asset and Vehicle Theft in Kolkata,IPC 379,2022,Kolkata,Kolkata,Burrabazar,CLOSED
CASE-0760,FIR-2023-0760,Assault,Physical Assault and Grievous Hurt Case at Nagpur,IPC 323/325,2023,Nagpur,Nagpur,Sitabuldi,OPEN
CASE-0761,FIR-2024-0761,Theft,Serial Asset and Vehicle Theft in Delhi,IPC 379,2024,Delhi,East Delhi,Preet Vihar,OPEN
CASE-0762,FIR-2022-0762,Murder,Targeted Homicide Investigation in Lucknow,IPC 302/120B,2022,Lucknow,Lucknow,Hazratganj,OPEN
CASE-0763,FIR-2024-0763,Murder,Targeted Homicide Investigation in Delhi,IPC 302/120B,2024,Delhi,South Delhi,Hauz Khas,CLOSED
CASE-0764,FIR-2024-0764,Kidnapping,Kidnapping and Extortion Case at Mumbai,IPC 363/364A,2024,Mumbai,Mumbai Suburban,Bandra,CLOSED
CASE-0765,FIR-2022-0765,Robbery,Armed Robbery Incident at Chennai,IPC 392/397,2022,Chennai,Chennai,Flower Bazaar,OPEN
CASE-0766,FIR-2024-0766,Extortion,Threat and Extortion Racket in Howrah,IPC 384/386,2024,Howrah,Howrah,Howrah Town,OPEN
CASE-0767,FIR-2023-0767,Extortion,Threat and Extortion Racket in Lucknow,IPC 384/386,2023,Lucknow,Lucknow,Hazratganj,OPEN
CASE-0768,FIR-2024-0768,Cybercrime,Digital Identity Theft and Financial Scam at Delhi,IT Act 66D / IPC 420,2024,Delhi,Central Delhi,Connaught Place,OPEN
CASE-0769,FIR-2023-0769,Forgery,Forged Documentation and Property Fraud in Delhi,IPC 467/468/471,2023,Delhi,South Delhi,Hauz Khas,OPEN
CASE-0770,FIR-2023-0770,Theft,Serial Asset and Vehicle Theft in Howrah,IPC 379,2023,Howrah,Howrah,Howrah Town,OPEN
CASE-0771,FIR-2022-0771,Assault,Physical Assault and Grievous Hurt Case at Delhi,IPC 323/325,2022,Delhi,Central Delhi,Connaught Place,CLOSED
CASE-0772,FIR-2023-0772,Burglary,Nocturnal Commercial Burglary in Delhi,IPC 457/380,2023,Delhi,East Delhi,Preet Vihar,CLOSED
CASE-0773,FIR-2022-0773,Burglary,Nocturnal Commercial Burglary in Raipur,IPC 457/380,2022,Raipur,Raipur,Civil Lines,OPEN
CASE-0774,FIR-2023-0774,Kidnapping,Kidnapping and Extortion Case at Chennai,IPC 363/364A,2023,Chennai,Chennai,Flower Bazaar,CLOSED
CASE-0775,FIR-2021-0775,Criminal Intimidation,Intimidation and Witness Tampering at Raipur,IPC 506,2021,Raipur,Raipur,Civil Lines,OPEN
CASE-0776,FIR-2024-0776,Criminal Intimidation,Intimidation and Witness Tampering at Delhi,IPC 506,2024,Delhi,South Delhi,Hauz Khas,OPEN
CASE-0777,FIR-2022-0777,Criminal Intimidation,Intimidation and Witness Tampering at Kolkata,IPC 506,2022,Kolkata,Kolkata,Park Street,OPEN
CASE-0778,FIR-2021-0778,Murder,Targeted Homicide Investigation in Surat,IPC 302/120B,2021,Surat,Surat,Varachha,OPEN
CASE-0779,FIR-2023-0779,Robbery,Armed Robbery Incident at Kolkata,IPC 392/397,2023,Kolkata,Kolkata,Park Street,OPEN
CASE-0780,FIR-2024-0780,Cybercrime,Digital Identity Theft and Financial Scam at Lucknow,IT Act 66D / IPC 420,2024,Lucknow,Lucknow,Hazratganj,CLOSED
CASE-0781,FIR-2024-0781,Theft,Serial Asset and Vehicle Theft in Kolkata,IPC 379,2024,Kolkata,Kolkata,Park Street,OPEN
CASE-0782,FIR-2024-0782,Forgery,Forged Documentation and Property Fraud in Raipur,IPC 467/468/471,2024,Raipur,Raipur,Civil Lines,OPEN
CASE-0783,FIR-2024-0783,Forgery,Forged Documentation and Property Fraud in Raipur,IPC 467/468/471,2024,Raipur,Raipur,Civil Lines,CLOSED
CASE-0784,FIR-2022-0784,Forgery,Forged Documentation and Property Fraud in Pune,IPC 467/468/471,2022,Pune,Pune,Shivajinagar,OPEN
CASE-0785,FIR-2024-0785,Kidnapping,Kidnapping and Extortion Case at Bilaspur,IPC 363/364A,2024,Bilaspur,Bilaspur,City Kotwali,OPEN
CASE-0786,FIR-2024-0786,Criminal Intimidation,Intimidation and Witness Tampering at Varanasi,IPC 506,2024,Varanasi,Varanasi,Dashashwamedh,CLOSED
CASE-0787,FIR-2021-0787,Cybercrime,Digital Identity Theft and Financial Scam at Delhi,IT Act 66D / IPC 420,2021,Delhi,East Delhi,Preet Vihar,CLOSED
CASE-0788,FIR-2022-0788,Theft,Serial Asset and Vehicle Theft in Raipur,IPC 379,2022,Raipur,Raipur,Civil Lines,OPEN
CASE-0789,FIR-2021-0789,Extortion,Threat and Extortion Racket in Kolkata,IPC 384/386,2021,Kolkata,Kolkata,Park Street,CLOSED
CASE-0790,FIR-2024-0790,Robbery,Armed Robbery Incident at Surat,IPC 392/397,2024,Surat,Surat,Varachha,CLOSED
CASE-0791,FIR-2023-0791,Extortion,Threat and Extortion Racket in Delhi,IPC 384/386,2023,Delhi,South Delhi,Hauz Khas,CLOSED
CASE-0792,FIR-2021-0792,Assault,Physical Assault and Grievous Hurt Case at Howrah,IPC 323/325,2021,Howrah,Howrah,Howrah Town,OPEN
CASE-0793,FIR-2024-0793,Kidnapping,Kidnapping and Extortion Case at Mumbai,IPC 363/364A,2024,Mumbai,Mumbai Suburban,Bandra,CLOSED
CASE-0794,FIR-2024-0794,Kidnapping,Kidnapping and Extortion Case at Nagpur,IPC 363/364A,2024,Nagpur,Nagpur,Sitabuldi,CLOSED
CASE-0795,FIR-2024-0795,Assault,Physical Assault and Grievous Hurt Case at Delhi,IPC 323/325,2024,Delhi,East Delhi,Preet Vihar,CLOSED
CASE-0796,FIR-2023-0796,Extortion,Threat and Extortion Racket in Siliguri,IPC 384/386,2023,Siliguri,Darjeeling,Siliguri PS,CLOSED
CASE-0797,FIR-2022-0797,Murder,Targeted Homicide Investigation in Howrah,IPC 302/120B,2022,Howrah,Howrah,Howrah Town,OPEN
CASE-0798,FIR-2022-0798,Criminal Intimidation,Intimidation and Witness Tampering at Pune,IPC 506,2022,Pune,Pune,Shivajinagar,CLOSED
CASE-0799,FIR-2023-0799,Burglary,Nocturnal Commercial Burglary in Bilaspur,IPC 457/380,2023,Bilaspur,Bilaspur,City Kotwali,OPEN
CASE-0800,FIR-2024-0800,Criminal Intimidation,Intimidation and Witness Tampering at Kolkata,IPC 506,2024,Kolkata,Kolkata,Burrabazar,CLOSED
CASE-0801,FIR-2023-0801,Burglary,Nocturnal Commercial Burglary in Durg,IPC 457/380,2023,Durg,Durg,Durg Sadar,OPEN
CASE-0802,FIR-2024-0802,Burglary,Nocturnal Commercial Burglary in Pune,IPC 457/380,2024,Pune,Pune,Shivajinagar,CLOSED
CASE-0803,FIR-2021-0803,Murder,Targeted Homicide Investigation in Mumbai,IPC 302/120B,2021,Mumbai,Mumbai City,Colaba,CLOSED
CASE-0804,FIR-2023-0804,Cybercrime,Digital Identity Theft and Financial Scam at Surat,IT Act 66D / IPC 420,2023,Surat,Surat,Varachha,OPEN
CASE-0805,FIR-2023-0805,Theft,Serial Asset and Vehicle Theft in Lucknow,IPC 379,2023,Lucknow,Lucknow,Hazratganj,CLOSED
CASE-0806,FIR-2023-0806,Fraud,Commercial Fraud and Embezzlement Syndicate at Raipur,IPC 420/406,2023,Raipur,Raipur,Civil Lines,OPEN
CASE-0807,FIR-2022-0807,Burglary,Nocturnal Commercial Burglary in Mumbai,IPC 457/380,2022,Mumbai,Mumbai Suburban,Bandra,CLOSED
CASE-0808,FIR-2023-0808,Cybercrime,Digital Identity Theft and Financial Scam at Siliguri,IT Act 66D / IPC 420,2023,Siliguri,Darjeeling,Siliguri PS,CLOSED
CASE-0809,FIR-2021-0809,Fraud,Commercial Fraud and Embezzlement Syndicate at Durg,IPC 420/406,2021,Durg,Durg,Durg Sadar,CLOSED
CASE-0810,FIR-2022-0810,Murder,Targeted Homicide Investigation in Mumbai,IPC 302/120B,2022,Mumbai,Mumbai Suburban,Bandra,OPEN
CASE-0811,FIR-2024-0811,Fraud,Commercial Fraud and Embezzlement Syndicate at Nagpur,IPC 420/406,2024,Nagpur,Nagpur,Sitabuldi,OPEN
CASE-0812,FIR-2022-0812,Cybercrime,Digital Identity Theft and Financial Scam at Nagpur,IT Act 66D / IPC 420,2022,Nagpur,Nagpur,Sitabuldi,OPEN
CASE-0813,FIR-2023-0813,Assault,Physical Assault and Grievous Hurt Case at Pune,IPC 323/325,2023,Pune,Pune,Shivajinagar,OPEN
CASE-0814,FIR-2024-0814,Burglary,Nocturnal Commercial Burglary in Raipur,IPC 457/380,2024,Raipur,Raipur,Civil Lines,OPEN
CASE-0815,FIR-2021-0815,Robbery,Armed Robbery Incident at Kolkata,IPC 392/397,2021,Kolkata,Kolkata,Park Street,OPEN
CASE-0816,FIR-2022-0816,Fraud,Commercial Fraud and Embezzlement Syndicate at Bilaspur,IPC 420/406,2022,Bilaspur,Bilaspur,City Kotwali,OPEN
CASE-0817,FIR-2022-0817,Murder,Targeted Homicide Investigation in Howrah,IPC 302/120B,2022,Howrah,Howrah,Howrah Town,OPEN
CASE-0818,FIR-2021-0818,Burglary,Nocturnal Commercial Burglary in Lucknow,IPC 457/380,2021,Lucknow,Lucknow,Hazratganj,CLOSED
CASE-0819,FIR-2022-0819,Assault,Physical Assault and Grievous Hurt Case at Durg,IPC 323/325,2022,Durg,Durg,Durg Sadar,OPEN
CASE-0820,FIR-2021-0820,Kidnapping,Kidnapping and Extortion Case at Delhi,IPC 363/364A,2021,Delhi,Central Delhi,Connaught Place,CLOSED
CASE-0821,FIR-2023-0821,Assault,Physical Assault and Grievous Hurt Case at Kolkata,IPC 323/325,2023,Kolkata,Kolkata,Burrabazar,OPEN
CASE-0822,FIR-2021-0822,Assault,Physical Assault and Grievous Hurt Case at Chennai,IPC 323/325,2021,Chennai,Chennai,Flower Bazaar,CLOSED
CASE-0823,FIR-2022-0823,Kidnapping,Kidnapping and Extortion Case at Delhi,IPC 363/364A,2022,Delhi,East Delhi,Preet Vihar,OPEN
CASE-0824,FIR-2022-0824,Cybercrime,Digital Identity Theft and Financial Scam at Durg,IT Act 66D / IPC 420,2022,Durg,Durg,Durg Sadar,CLOSED
CASE-0825,FIR-2021-0825,Burglary,Nocturnal Commercial Burglary in Raipur,IPC 457/380,2021,Raipur,Raipur,Civil Lines,CLOSED
CASE-0826,FIR-2023-0826,Fraud,Commercial Fraud and Embezzlement Syndicate at Chennai,IPC 420/406,2023,Chennai,Chennai,Flower Bazaar,OPEN
CASE-0827,FIR-2022-0827,Forgery,Forged Documentation and Property Fraud in Kolkata,IPC 467/468/471,2022,Kolkata,Kolkata,Burrabazar,OPEN
CASE-0828,FIR-2022-0828,Kidnapping,Kidnapping and Extortion Case at Bilaspur,IPC 363/364A,2022,Bilaspur,Bilaspur,City Kotwali,OPEN
CASE-0829,FIR-2024-0829,Murder,Targeted Homicide Investigation in Ahmedabad,IPC 302/120B,2024,Ahmedabad,Ahmedabad,Ellis Bridge,OPEN
CASE-0830,FIR-2021-0830,Kidnapping,Kidnapping and Extortion Case at Pune,IPC 363/364A,2021,Pune,Pune,Shivajinagar,OPEN
CASE-0831,FIR-2021-0831,Extortion,Threat and Extortion Racket in Delhi,IPC 384/386,2021,Delhi,East Delhi,Preet Vihar,OPEN
CASE-0832,FIR-2022-0832,Extortion,Threat and Extortion Racket in Chennai,IPC 384/386,2022,Chennai,Chennai,Flower Bazaar,OPEN
CASE-0833,FIR-2021-0833,Fraud,Commercial Fraud and Embezzlement Syndicate at Lucknow,IPC 420/406,2021,Lucknow,Lucknow,Hazratganj,OPEN
CASE-0834,FIR-2022-0834,Extortion,Threat and Extortion Racket in Delhi,IPC 384/386,2022,Delhi,East Delhi,Preet Vihar,OPEN
CASE-0835,FIR-2024-0835,Criminal Intimidation,Intimidation and Witness Tampering at Varanasi,IPC 506,2024,Varanasi,Varanasi,Dashashwamedh,CLOSED
CASE-0836,FIR-2023-0836,Fraud,Commercial Fraud and Embezzlement Syndicate at Delhi,IPC 420/406,2023,Delhi,South Delhi,Hauz Khas,OPEN
CASE-0837,FIR-2024-0837,Cybercrime,Digital Identity Theft and Financial Scam at Pune,IT Act 66D / IPC 420,2024,Pune,Pune,Shivajinagar,OPEN
CASE-0838,FIR-2023-0838,Criminal Intimidation,Intimidation and Witness Tampering at Mumbai,IPC 506,2023,Mumbai,Mumbai Suburban,Bandra,CLOSED
CASE-0839,FIR-2023-0839,Forgery,Forged Documentation and Property Fraud in Pune,IPC 467/468/471,2023,Pune,Pune,Shivajinagar,CLOSED
CASE-0840,FIR-2024-0840,Assault,Physical Assault and Grievous Hurt Case at Mumbai,IPC 323/325,2024,Mumbai,Mumbai Suburban,Bandra,OPEN
CASE-0841,FIR-2021-0841,Cybercrime,Digital Identity Theft and Financial Scam at Ahmedabad,IT Act 66D / IPC 420,2021,Ahmedabad,Ahmedabad,Ellis Bridge,OPEN
CASE-0842,FIR-2024-0842,Assault,Physical Assault and Grievous Hurt Case at Ahmedabad,IPC 323/325,2024,Ahmedabad,Ahmedabad,Ellis Bridge,OPEN
CASE-0843,FIR-2023-0843,Extortion,Threat and Extortion Racket in Delhi,IPC 384/386,2023,Delhi,South Delhi,Hauz Khas,OPEN
CASE-0844,FIR-2022-0844,Burglary,Nocturnal Commercial Burglary in Pune,IPC 457/380,2022,Pune,Pune,Shivajinagar,OPEN
CASE-0845,FIR-2022-0845,Extortion,Threat and Extortion Racket in Durg,IPC 384/386,2022,Durg,Durg,Durg Sadar,OPEN
CASE-0846,FIR-2024-0846,Fraud,Commercial Fraud and Embezzlement Syndicate at Pune,IPC 420/406,2024,Pune,Pune,Shivajinagar,OPEN
CASE-0847,FIR-2022-0847,Fraud,Commercial Fraud and Embezzlement Syndicate at Varanasi,IPC 420/406,2022,Varanasi,Varanasi,Dashashwamedh,OPEN
CASE-0848,FIR-2022-0848,Cybercrime,Digital Identity Theft and Financial Scam at Pune,IT Act 66D / IPC 420,2022,Pune,Pune,Shivajinagar,OPEN
CASE-0849,FIR-2022-0849,Robbery,Armed Robbery Incident at Raipur,IPC 392/397,2022,Raipur,Raipur,Civil Lines,OPEN
CASE-0850,FIR-2024-0850,Cybercrime,Digital Identity Theft and Financial Scam at Pune,IT Act 66D / IPC 420,2024,Pune,Pune,Shivajinagar,CLOSED
CASE-0851,FIR-2022-0851,Robbery,Armed Robbery Incident at Mumbai,IPC 392/397,2022,Mumbai,Mumbai City,Colaba,CLOSED
CASE-0852,FIR-2023-0852,Burglary,Nocturnal Commercial Burglary in Mumbai,IPC 457/380,2023,Mumbai,Mumbai Suburban,Bandra,OPEN
CASE-0853,FIR-2023-0853,Theft,Serial Asset and Vehicle Theft in Nagpur,IPC 379,2023,Nagpur,Nagpur,Sitabuldi,OPEN
CASE-0854,FIR-2024-0854,Robbery,Armed Robbery Incident at Lucknow,IPC 392/397,2024,Lucknow,Lucknow,Hazratganj,CLOSED
CASE-0855,FIR-2021-0855,Kidnapping,Kidnapping and Extortion Case at Delhi,IPC 363/364A,2021,Delhi,Central Delhi,Connaught Place,CLOSED
CASE-0856,FIR-2024-0856,Theft,Serial Asset and Vehicle Theft in Siliguri,IPC 379,2024,Siliguri,Darjeeling,Siliguri PS,CLOSED
CASE-0857,FIR-2022-0857,Kidnapping,Kidnapping and Extortion Case at Bilaspur,IPC 363/364A,2022,Bilaspur,Bilaspur,City Kotwali,CLOSED
CASE-0858,FIR-2023-0858,Fraud,Commercial Fraud and Embezzlement Syndicate at Mumbai,IPC 420/406,2023,Mumbai,Mumbai Suburban,Bandra,OPEN
CASE-0859,FIR-2023-0859,Robbery,Armed Robbery Incident at Delhi,IPC 392/397,2023,Delhi,Central Delhi,Connaught Place,OPEN
CASE-0860,FIR-2024-0860,Forgery,Forged Documentation and Property Fraud in Bilaspur,IPC 467/468/471,2024,Bilaspur,Bilaspur,City Kotwali,CLOSED
CASE-0861,FIR-2022-0861,Extortion,Threat and Extortion Racket in Kolkata,IPC 384/386,2022,Kolkata,Kolkata,Burrabazar,OPEN
CASE-0862,FIR-2024-0862,Burglary,Nocturnal Commercial Burglary in Lucknow,IPC 457/380,2024,Lucknow,Lucknow,Hazratganj,CLOSED
CASE-0863,FIR-2024-0863,Kidnapping,Kidnapping and Extortion Case at Delhi,IPC 363/364A,2024,Delhi,Central Delhi,Connaught Place,OPEN
CASE-0864,FIR-2024-0864,Murder,Targeted Homicide Investigation in Lucknow,IPC 302/120B,2024,Lucknow,Lucknow,Hazratganj,OPEN
CASE-0865,FIR-2023-0865,Kidnapping,Kidnapping and Extortion Case at Pune,IPC 363/364A,2023,Pune,Pune,Shivajinagar,OPEN
CASE-0866,FIR-2021-0866,Burglary,Nocturnal Commercial Burglary in Mumbai,IPC 457/380,2021,Mumbai,Mumbai Suburban,Bandra,OPEN
CASE-0867,FIR-2024-0867,Extortion,Threat and Extortion Racket in Pune,IPC 384/386,2024,Pune,Pune,Shivajinagar,CLOSED
CASE-0868,FIR-2023-0868,Cybercrime,Digital Identity Theft and Financial Scam at Lucknow,IT Act 66D / IPC 420,2023,Lucknow,Lucknow,Hazratganj,OPEN
CASE-0869,FIR-2024-0869,Assault,Physical Assault and Grievous Hurt Case at Kolkata,IPC 323/325,2024,Kolkata,Kolkata,Burrabazar,OPEN
CASE-0870,FIR-2023-0870,Murder,Targeted Homicide Investigation in Chennai,IPC 302/120B,2023,Chennai,Chennai,Flower Bazaar,OPEN
CASE-0871,FIR-2022-0871,Fraud,Commercial Fraud and Embezzlement Syndicate at Kolkata,IPC 420/406,2022,Kolkata,Kolkata,Park Street,CLOSED
CASE-0872,FIR-2023-0872,Extortion,Threat and Extortion Racket in Pune,IPC 384/386,2023,Pune,Pune,Shivajinagar,CLOSED
CASE-0873,FIR-2022-0873,Burglary,Nocturnal Commercial Burglary in Bilaspur,IPC 457/380,2022,Bilaspur,Bilaspur,City Kotwali,OPEN
CASE-0874,FIR-2023-0874,Forgery,Forged Documentation and Property Fraud in Delhi,IPC 467/468/471,2023,Delhi,East Delhi,Preet Vihar,OPEN
CASE-0875,FIR-2023-0875,Criminal Intimidation,Intimidation and Witness Tampering at Mumbai,IPC 506,2023,Mumbai,Mumbai City,Colaba,OPEN
CASE-0876,FIR-2021-0876,Kidnapping,Kidnapping and Extortion Case at Siliguri,IPC 363/364A,2021,Siliguri,Darjeeling,Siliguri PS,OPEN
CASE-0877,FIR-2024-0877,Robbery,Armed Robbery Incident at Delhi,IPC 392/397,2024,Delhi,Central Delhi,Connaught Place,CLOSED
CASE-0878,FIR-2023-0878,Assault,Physical Assault and Grievous Hurt Case at Kolkata,IPC 323/325,2023,Kolkata,Kolkata,Ballygunge,OPEN
CASE-0879,FIR-2023-0879,Robbery,Armed Robbery Incident at Kolkata,IPC 392/397,2023,Kolkata,Kolkata,Ballygunge,CLOSED
CASE-0880,FIR-2023-0880,Burglary,Nocturnal Commercial Burglary in Mumbai,IPC 457/380,2023,Mumbai,Mumbai Suburban,Bandra,OPEN
CASE-0881,FIR-2021-0881,Extortion,Threat and Extortion Racket in Lucknow,IPC 384/386,2021,Lucknow,Lucknow,Hazratganj,CLOSED
CASE-0882,FIR-2022-0882,Extortion,Threat and Extortion Racket in Chennai,IPC 384/386,2022,Chennai,Chennai,Flower Bazaar,CLOSED
CASE-0883,FIR-2024-0883,Extortion,Threat and Extortion Racket in Lucknow,IPC 384/386,2024,Lucknow,Lucknow,Hazratganj,OPEN
